proizvod,poreklo,datum,mesto_id,cena
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,08.06.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,15.06.2026,Šabac-gazdinstvo,26.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,15.06.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,22.06.2026,Šabac-gazdinstvo,26.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,22.06.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,29.06.2026,Šabac-gazdinstvo,26.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,29.06.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,06.07.2026,Šabac-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,06.07.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,13.07.2026,Šabac-gazdinstvo,26.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,13.07.2026,Šabac-silos,22.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,20.07.2026,Šabac-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,20.07.2026,Šabac-silos,23.00
"Kukuruz (okrunjen, veštački sušen) p:džak 50kg",Domaće,27.07.2026,Šabac-gazdinstvo,27.00
"Kukuruz (okrunjen, prirodno sušen) p:rinfuz",Domaće,27.07.2026,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,31.12.2018,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,31.12.2018,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,07.01.2019,Šabac-gazdinstvo,22.00
Pšenica p:džak 50kg,Domaće,07.01.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,07.01.2019,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,14.01.2019,Šabac-gazdinstvo,22.00
Pšenica p:džak 50kg,Domaće,14.01.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,14.01.2019,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,21.01.2019,Šabac-gazdinstvo,22.00
Pšenica p:džak 50kg,Domaće,21.01.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,21.01.2019,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,28.01.2019,Šabac-gazdinstvo,22.00
Pšenica p:džak 50kg,Domaće,28.01.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,28.01.2019,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,04.02.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,04.02.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,04.02.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,11.02.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,11.02.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,11.02.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,18.02.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,18.02.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,18.02.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,25.02.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,25.02.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,25.02.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,04.03.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,04.03.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,04.03.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,11.03.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,11.03.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,11.03.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,18.03.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,18.03.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,18.03.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,25.03.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,25.03.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,25.03.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,01.04.2019,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,01.04.2019,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,01.04.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,08.04.2019,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,08.04.2019,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,08.04.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,15.04.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,15.04.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,15.04.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,22.04.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,22.04.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,22.04.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,29.04.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,29.04.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,29.04.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,06.05.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,06.05.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,06.05.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,13.05.2019,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,13.05.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,13.05.2019,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,20.05.2019,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,20.05.2019,Šabac-pijaca,24.00
Pšenica p:rinfuz,Domaće,20.05.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,27.05.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,27.05.2019,Šabac-pijaca,25.00
Pšenica p:rinfuz,Domaće,27.05.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,03.06.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,03.06.2019,Šabac-pijaca,25.00
Pšenica p:rinfuz,Domaće,03.06.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,10.06.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,10.06.2019,Šabac-pijaca,25.00
Pšenica p:rinfuz,Domaće,10.06.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,17.06.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,17.06.2019,Šabac-pijaca,25.00
Pšenica (novi rod) p:rinfuz,Domaće,17.06.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,24.06.2019,Šabac-gazdinstvo,24.00
Pšenica p:džak 50kg,Domaće,24.06.2019,Šabac-pijaca,25.00
Pšenica p:rinfuz,Domaće,24.06.2019,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,01.07.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,01.07.2019,Šabac-pijaca,20.00
Pšenica (novi rod) p:rinfuz,Domaće,01.07.2019,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,08.07.2019,Šabac-gazdinstvo,22.00
Pšenica p:džak 50kg,Domaće,08.07.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,08.07.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,15.07.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,15.07.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,15.07.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,22.07.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,22.07.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,22.07.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,29.07.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,29.07.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,29.07.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,05.08.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,05.08.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,05.08.2019,Šabac-silos,18.00
Pšenica (novi rod) p:rinfuz,Domaće,12.08.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,12.08.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,12.08.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,19.08.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,19.08.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,19.08.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,26.08.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,26.08.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,26.08.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,02.09.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,02.09.2019,Šabac-pijaca,22.00
Pšenica (novi rod) p:rinfuz,Domaće,02.09.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,09.09.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,09.09.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,09.09.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,16.09.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,16.09.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,16.09.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,23.09.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,23.09.2019,Šabac-pijaca,22.00
Pšenica p:rinfuz,Domaće,23.09.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,30.09.2019,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,30.09.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,30.09.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,07.10.2019,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,07.10.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,07.10.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,14.10.2019,Šabac-gazdinstvo,18.00
Pšenica p:džak 50kg,Domaće,14.10.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,14.10.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,21.10.2019,Šabac-gazdinstvo,18.00
Pšenica p:džak 50kg,Domaće,21.10.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,21.10.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,28.10.2019,Šabac-gazdinstvo,18.00
Pšenica p:džak 50kg,Domaće,28.10.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,28.10.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,04.11.2019,Šabac-gazdinstvo,18.00
Pšenica p:džak 50kg,Domaće,04.11.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,04.11.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,11.11.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,11.11.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,11.11.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,18.11.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,18.11.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,18.11.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,25.11.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,25.11.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,25.11.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,02.12.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,02.12.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,02.12.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,09.12.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,09.12.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,09.12.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,16.12.2019,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,16.12.2019,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,16.12.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,23.12.2019,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,23.12.2019,Šabac-pijaca,19.00
Pšenica p:rinfuz,Domaće,23.12.2019,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,30.12.2019,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,30.12.2019,Šabac-pijaca,19.00
Pšenica p:rinfuz,Domaće,30.12.2019,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,06.01.2020,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,06.01.2020,Šabac-pijaca,19.00
Pšenica p:rinfuz,Domaće,06.01.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,13.01.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,13.01.2020,Šabac-pijaca,21.00
Pšenica p:rinfuz,Domaće,13.01.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,20.01.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,20.01.2020,Šabac-pijaca,21.00
Pšenica p:rinfuz,Domaće,20.01.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,27.01.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,27.01.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,27.01.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,03.02.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,03.02.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,03.02.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,10.02.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,10.02.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,10.02.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,17.02.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,17.02.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,17.02.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,24.02.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,24.02.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,24.02.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,02.03.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,02.03.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,02.03.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,09.03.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,09.03.2020,Šabac-pijaca,21.00
Pšenica p:rinfuz,Domaće,09.03.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,16.03.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,16.03.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,23.03.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,23.03.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,30.03.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,30.03.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,06.04.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,06.04.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,13.04.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,13.04.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,20.04.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,20.04.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,27.04.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,27.04.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,04.05.2020,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,04.05.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,11.05.2020,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,11.05.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,18.05.2020,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,18.05.2020,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,18.05.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,25.05.2020,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,25.05.2020,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,25.05.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,01.06.2020,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,01.06.2020,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,01.06.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,08.06.2020,Šabac-gazdinstvo,23.00
Pšenica p:džak 50kg,Domaće,08.06.2020,Šabac-pijaca,23.00
Pšenica p:rinfuz,Domaće,08.06.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,15.06.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,15.06.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,22.06.2020,Šabac-gazdinstvo,20.00
Pšenica p:džak 50kg,Domaće,22.06.2020,Šabac-pijaca,20.00
Pšenica p:rinfuz,Domaće,22.06.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,29.06.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,29.06.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,06.07.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,06.07.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,13.07.2020,Šabac-gazdinstvo,20.00
Pšenica (novi rod) p:rinfuz,Domaće,13.07.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,20.07.2020,Šabac-gazdinstvo,20.00
Pšenica (novi rod) p:rinfuz,Domaće,20.07.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,27.07.2020,Šabac-gazdinstvo,19.00
Pšenica (novi rod) p:rinfuz,Domaće,27.07.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,03.08.2020,Šabac-gazdinstvo,19.00
Pšenica (novi rod) p:rinfuz,Domaće,03.08.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,10.08.2020,Šabac-gazdinstvo,19.00
Pšenica (novi rod) p:rinfuz,Domaće,10.08.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,17.08.2020,Šabac-gazdinstvo,19.00
Pšenica (novi rod) p:rinfuz,Domaće,17.08.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,24.08.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,24.08.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,31.08.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,31.08.2020,Šabac-silos,19.00
Pšenica p:džak 50kg,Domaće,07.09.2020,Šabac-gazdinstvo,19.00
Pšenica p:rinfuz,Domaće,07.09.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,14.09.2020,Šabac-gazdinstvo,19.00
Pšenica p:rinfuz,Domaće,14.09.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,21.09.2020,Šabac-gazdinstvo,19.00
Pšenica p:rinfuz,Domaće,21.09.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,28.09.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,28.09.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,05.10.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,05.10.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,12.10.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,12.10.2020,Šabac-silos,18.00
Pšenica p:rinfuz,Domaće,19.10.2020,Šabac-gazdinstvo,19.00
Pšenica p:rinfuz,Domaće,19.10.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,26.10.2020,Šabac-gazdinstvo,19.00
Pšenica p:džak 50kg,Domaće,26.10.2020,Šabac-silos,18.00
Pšenica p:džak 50kg,Domaće,02.11.2020,Šabac-gazdinstvo,20.00
Pšenica p:rinfuz,Domaće,02.11.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,09.11.2020,Šabac-gazdinstvo,22.00
Pšenica p:rinfuz,Domaće,09.11.2020,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,16.11.2020,Šabac-gazdinstvo,22.00
Pšenica p:rinfuz,Domaće,16.11.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,23.11.2020,Šabac-gazdinstvo,22.00
Pšenica p:rinfuz,Domaće,23.11.2020,Šabac-silos,21.00
Pšenica p:džak 50kg,Domaće,30.11.2020,Šabac-gazdinstvo,22.00
Pšenica p:rinfuz,Domaće,30.11.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,07.12.2020,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,07.12.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,14.12.2020,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,14.12.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,21.12.2020,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,21.12.2020,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,04.01.2021,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,04.01.2021,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,11.01.2021,Šabac-gazdinstvo,21.00
Pšenica p:rinfuz,Domaće,11.01.2021,Šabac-silos,20.00
Pšenica p:džak 50kg,Domaće,18.01.2021,Šabac-gazdinstvo,22.00
Pšenica p:rinfuz,Domaće,18.01.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,25.01.2021,Šabac-gazdinstvo,23.00
Pšenica p:rinfuz,Domaće,25.01.2021,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,01.02.2021,Šabac-gazdinstvo,24.00
Pšenica p:rinfuz,Domaće,01.02.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,08.02.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,08.02.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,15.02.2021,Šabac-gazdinstvo,26.00
Pšenica p:rinfuz,Domaće,15.02.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,22.02.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,22.02.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,01.03.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,01.03.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,08.03.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,08.03.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,15.03.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,15.03.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,22.03.2021,Šabac-gazdinstvo,26.00
Pšenica p:rinfuz,Domaće,22.03.2021,Šabac-silos,25.00
Pšenica p:džak 50kg,Domaće,29.03.2021,Šabac-gazdinstvo,24.00
Pšenica p:rinfuz,Domaće,29.03.2021,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,05.04.2021,Šabac-gazdinstvo,24.00
Pšenica p:rinfuz,Domaće,05.04.2021,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,12.04.2021,Šabac-gazdinstvo,24.00
Pšenica p:rinfuz,Domaće,12.04.2021,Šabac-silos,22.00
Pšenica p:džak 50kg,Domaće,19.04.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,19.04.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,26.04.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,26.04.2021,Šabac-silos,24.00
Pšenica p:rinfuz,Domaće,03.05.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,03.05.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,10.05.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,10.05.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,17.05.2021,Šabac-gazdinstvo,25.00
Pšenica p:rinfuz,Domaće,17.05.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,24.05.2021,Šabac-gazdinstvo,24.00
Pšenica p:rinfuz,Domaće,24.05.2021,Šabac-silos,23.00
Pšenica p:džak 50kg,Domaće,31.05.2021,Šabac-gazdinstvo,27.00
Pšenica p:rinfuz,Domaće,31.05.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,07.06.2021,Šabac-gazdinstvo,27.00
Pšenica p:rinfuz,Domaće,07.06.2021,Šabac-silos,25.00
Pšenica p:džak 50kg,Domaće,14.06.2021,Šabac-gazdinstvo,28.00
Pšenica p:rinfuz,Domaće,14.06.2021,Šabac-silos,24.00
Pšenica p:džak 50kg,Domaće,21.06.2021,Šabac-gazdinstvo,28.00
Pšenica p:rinfuz,Domaće,21.06.2021,Šabac-silos,23.00
