proizvod,poreklo,datum,mesto_id,cena
Stočni ječam p:džak 50kg,Domaće,28.03.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,04.04.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,11.04.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,18.04.2016,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,25.04.2016,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,09.05.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,16.05.2016,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,23.05.2016,Beograd-pijaca,26.00
Stočni ječam p:džak 50kg,Domaće,30.05.2016,Beograd-pijaca,26.00
Stočni ječam p:džak 50kg,Domaće,06.06.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,13.06.2016,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,20.06.2016,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,27.06.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,04.07.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,11.07.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,18.07.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,25.07.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,01.08.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,08.08.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,15.08.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,22.08.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,29.08.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,05.09.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,12.09.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,19.09.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.09.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.10.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.10.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,17.10.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,24.10.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,31.10.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,07.11.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,14.11.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,21.11.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,28.11.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,05.12.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,12.12.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,19.12.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.12.2016,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,02.01.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,16.01.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,23.01.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,30.01.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,06.02.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,13.02.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,20.02.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,27.02.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,06.03.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,13.03.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,20.03.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,27.03.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.04.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.04.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,17.04.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,24.04.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,01.05.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,08.05.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,15.05.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,22.05.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,29.05.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,05.06.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,12.06.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,19.06.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.06.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.07.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.07.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,17.07.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,31.07.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,07.08.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,14.08.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,21.08.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,28.08.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,04.09.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,11.09.2017,Beograd-pijaca,20.00
Stočni ječam p:rinfuz,Domaće,18.09.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,25.09.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,02.10.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,09.10.2017,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,16.10.2017,Beograd-pijaca,21.00
Stočni ječam p:džak 50kg,Domaće,23.10.2017,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,30.10.2017,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,06.11.2017,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,13.11.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,20.11.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,27.11.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,04.12.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,11.12.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,18.12.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,25.12.2017,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,01.01.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,08.01.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,15.01.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,22.01.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,29.01.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,05.02.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,12.02.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,19.02.2018,Beograd-pijaca,17.00
Stočni ječam p:džak 50kg,Domaće,26.02.2018,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,05.03.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,12.03.2018,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,19.03.2018,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,26.03.2018,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,02.04.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,09.04.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,16.04.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,23.04.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,30.04.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,07.05.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,14.05.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,21.05.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,28.05.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,04.06.2018,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,11.06.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,18.06.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,25.06.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,02.07.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,09.07.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,16.07.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,23.07.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,30.07.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,06.08.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,13.08.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,20.08.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,27.08.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.09.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.09.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,17.09.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,24.09.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,01.10.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,08.10.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,15.10.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,22.10.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,29.10.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,05.11.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,12.11.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,19.11.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.11.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.12.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.12.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,17.12.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,24.12.2018,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,31.12.2018,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,07.01.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,21.01.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,04.02.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,11.02.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,18.02.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,25.02.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,04.03.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,11.03.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,18.03.2019,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,25.03.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,01.04.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,08.04.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,15.04.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,22.04.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,29.04.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,06.05.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,13.05.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,20.05.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,27.05.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,03.06.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,10.06.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,17.06.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,24.06.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,01.07.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,08.07.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,15.07.2019,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,22.07.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,29.07.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,05.08.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,12.08.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,19.08.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.08.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,02.09.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,09.09.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,16.09.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,23.09.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,30.09.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,07.10.2019,Beograd-pijaca,18.00
Stočni ječam p:džak 50kg,Domaće,14.10.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,21.10.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,28.10.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,04.11.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,11.11.2019,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,18.11.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,25.11.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,02.12.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,09.12.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,16.12.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,23.12.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,30.12.2019,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,06.01.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,13.01.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,20.01.2020,Beograd-maloprodaja,20.00
Stočni ječam p:džak 50kg,Domaće,20.01.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,27.01.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,03.02.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,10.02.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,17.02.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,24.02.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,02.03.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,09.03.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,16.03.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,01.06.2020,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,08.06.2020,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,15.06.2020,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,22.06.2020,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,29.06.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,06.07.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,13.07.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,20.07.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,27.07.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,03.08.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,10.08.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,17.08.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,24.08.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,31.08.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,07.09.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,14.09.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,28.09.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,05.10.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,12.10.2020,Beograd-pijaca,22.00
Stočni ječam p:džak 50kg,Domaće,19.10.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,26.10.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,02.11.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,09.11.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,16.11.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,23.11.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,30.11.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,07.12.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,14.12.2020,Beograd-pijaca,20.00
Stočni ječam p:džak 50kg,Domaće,04.01.2021,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,11.01.2021,Beograd-pijaca,23.00
Stočni ječam p:džak 50kg,Domaće,08.02.2021,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,01.03.2021,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,08.03.2021,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,26.04.2021,Beograd-pijaca,26.00
Stočni ječam p:džak 50kg,Domaće,03.05.2021,Beograd-pijaca,27.00
Stočni ječam p:džak 50kg,Domaće,17.05.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,24.05.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,31.05.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,07.06.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,14.06.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,21.06.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,28.06.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,05.07.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,12.07.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,19.07.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,26.07.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,02.08.2021,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,09.08.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,16.08.2021,Beograd-pijaca,24.00
Stočni ječam p:džak 50kg,Domaće,23.08.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,30.08.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,06.09.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,13.09.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,20.09.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,27.09.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,04.10.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,11.10.2021,Beograd-pijaca,25.00
Stočni ječam p:džak 50kg,Domaće,01.11.2021,Beograd-pijaca,28.00
Stočni ječam p:džak 50kg,Domaće,15.11.2021,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,22.11.2021,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,29.11.2021,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,06.12.2021,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,13.12.2021,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,20.12.2021,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,27.12.2021,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,14.02.2022,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,21.02.2022,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,28.02.2022,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,07.03.2022,Beograd-pijaca,34.00
Stočni ječam p:džak 50kg,Domaće,21.03.2022,Beograd-pijaca,36.00
Stočni ječam p:džak 50kg,Domaće,28.03.2022,Beograd-pijaca,37.00
Stočni ječam p:džak 50kg,Domaće,04.04.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,11.04.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,18.04.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,25.04.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,02.05.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,23.05.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,05.09.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,12.09.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,19.09.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,26.09.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,03.10.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,10.10.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,17.10.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,24.10.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,31.10.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,07.11.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,14.11.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,21.11.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,28.11.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,05.12.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,12.12.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,19.12.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,26.12.2022,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,02.01.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,09.01.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,16.01.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,30.01.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,20.02.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,27.02.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,06.03.2023,Beograd-pijaca,42.00
Stočni ječam p:džak 50kg,Domaće,13.03.2023,Beograd-pijaca,42.00
Stočni ječam p:džak 50kg,Domaće,20.03.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,27.03.2023,Beograd-pijaca,42.00
Stočni ječam p:džak 50kg,Domaće,03.04.2023,Beograd-pijaca,42.00
Stočni ječam p:džak 50kg,Domaće,24.04.2023,Beograd-pijaca,40.00
Stočni ječam p:džak 50kg,Domaće,19.06.2023,Beograd-pijaca,38.00
Stočni ječam p:džak 50kg,Domaće,26.06.2023,Beograd-pijaca,36.00
Stočni ječam p:džak 50kg,Domaće,03.07.2023,Beograd-pijaca,36.00
Stočni ječam p:džak 50kg,Domaće,10.07.2023,Beograd-pijaca,36.00
Stočni ječam p:džak 50kg,Domaće,17.07.2023,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,24.07.2023,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,31.07.2023,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,07.08.2023,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,14.08.2023,Beograd-pijaca,32.00
Stočni ječam p:džak 50kg,Domaće,06.11.2023,Beograd-pijaca,30.00
Stočni ječam p:džak 50kg,Domaće,13.11.2023,Beograd-pijaca,30.00
Stočni ječam p:džak 50kg,Domaće,04.12.2023,Beograd-pijaca,30.00
Stočni ječam p:džak 50kg,Domaće,11.12.2023,Beograd-maloprodaja,30.00
Stočni ječam p:džak 50kg,Domaće,11.12.2023,Beograd-pijaca,30.00
Stočni ječam p:džak 50kg,Domaće,19.02.2024,Beograd-pijaca,30.00
Stočni ječam p:džak 50kg,Domaće,13.05.2024,Beograd-maloprodaja,45.00
Stočni ječam p:džak 50kg,Domaće,03.06.2024,Beograd-pijaca,28.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,04.01.2010,Čačak-pijaca,12.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,11.01.2010,Čačak-pijaca,12.00
"Kukuruz (okrunjen, prirodno sušen) p:džak 50kg",Domaće,18.01.2010,Čačak-pijaca,12.00
